Labels	EY2 lifetime	
Type	Time Scan	
Comment		
Start	0.00	
Stop	7.992E007	
Step	8E04	
Fixed/Offset	 	
XAxis	Time	
YAxis	Counts	

7.864E007	3.026E+3	
7.872E007	3.094E+3	
7.88E07	3.050E+3	
7.888E007	3.048E+3	
7.896E007	2.969E+3	
7.904E007	3.062E+3	
7.912E007	3.076E+3	
7.92E07	3.022E+3	
7.928E007	2.980E+3	
7.936E007	3.115E+3	
7.944E007	2.954E+3	
7.952E007	3.052E+3	
7.96E07	2.998E+3	
7.968E007	3.034E+3	
7.976E007	3.006E+3	
7.984E007	3.054E+3	
7.992E007	3.061E+3	
